line,p,logit,y,p_uncalibrated,p_platt,p_beta,p_isotonic
5,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
5,0.9999978542327881,,1,0.9999978542327881,0.7205013527033756,0.7610014835252789,0.7440476190476191
5,0.9999972581863403,,1,0.9999972581863403,0.7205008688140394,0.7548085773242136,0.7439230493081256
5,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.9999141693115234,,1,0.9999141693115234,0.7204334096230107,0.6570590863339367,0.6821644545132828
5,0.9999642372131348,,1,0.9999642372131348,0.7204740605437592,0.683687915807162,0.7016506681917993
5,0.9999815225601196,,1,0.9999815225601196,0.7204880939501139,0.7030166124362742,0.7064147163560451
5,0.9999978542327881,,1,0.9999978542327881,0.7205013527033756,0.7610014835252789,0.7440476190476191
5,0.9999909400939941,,1,0.9999909400939941,0.7204957395555531,0.7230901403521549,0.7396119221619082
5,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
5,0.9999957084655762,,1,0.9999957084655762,0.7204996106993662,0.743212391599448,0.7433993399339934
5,0.9999966621398926,,1,0.9999966621398926,0.7205003849241908,0.7497610356063619,0.7433993399339934
5,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.9995771050453186,,1,0.9995771050453186,0.720159647682148,0.6060126522357806,0.6518487218529366
5,0.9999897480010986,,1,0.9999897480010986,0.7204947717644722,0.7196689896357076,0.7327164833789905
5,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
5,0.9999853372573853,,1,0.9999853372573853,0.7204911909196393,0.7096214457193482,0.707223565732538
5,0.9999983310699463,,1,0.9999983310699463,0.7205017398144752,0.7672385356252523,0.7595245594135749
5,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
5,0.9999961853027344,,1,0.9999961853027344,0.7204999978119425,0.7462954412329236,0.7433993399339934
5,0.9999983310699463,,1,0.9999983310699463,0.7205017398144752,0.7672385356252523,0.7595245594135749
5,0.999933123588562,,1,0.999933123588562,0.7204487993256867,0.6647596716577632,0.6895287730983166
5,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.999994158744812,,1,0.999994158744812,0.7204983525812264,0.7350270971633646,0.7408265956008877
5,0.9999957084655762,,1,0.9999957084655762,0.7204996106993662,0.743212391599448,0.7433993399339934
5,0.9999980926513672,,1,0.9999980926513672,0.7205015462589662,0.7639387860819508,0.7488675112733928
5,0.9999982118606567,,1,0.9999982118606567,0.720501643036731,0.765537648277076,0.7541960353434838
5,0.9999614953994751,,1,0.9999614953994751,0.7204718345155408,0.6814840169167132,0.7005824552142127
5,0.9999945163726807,,1,0.9999945163726807,0.7204986429164895,0.7367179961170013,0.7414723532855536
5,0.999992847442627,,1,0.999992847442627,0.7204972880170163,0.7295602077029623,0.7404295051353875
5,0.9999985694885254,,1,0.9999985694885254,0.720501933369902,0.7710076837021818,0.7623824451410658
5,0.999998927116394,,1,0.999998927116394,0.7205022237028881,0.7779264336877836,0.7623824451410658
5,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
5,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.999990701675415,,1,0.999990701675415,0.720495545997501,0.7223733821707883,0.7382328344053246
5,0.9999903440475464,,1,0.9999903440475464,0.7204952556602691,0.72132995604703,0.7361642027704494
5,0.9999967813491821,,1,0.9999967813491821,0.7205004817022015,0.7506994159556502,0.7434812762115436
5,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
5,0.9999986886978149,,1,0.9999986886978149,0.7205020301475844,0.7731161738678541,0.7623824451410658
5,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
5,0.9999988079071045,,1,0.9999988079071045,0.7205021269252465,0.7754099784436669,0.7623824451410658
5,0.9999972581863403,,1,0.9999972581863403,0.7205008688140394,0.7548085773242136,0.7439230493081256
5,0.9382357001304626,,0,0.9382357001304626,0.667736338552202,0.4345837011493594,0.5369505423017255
5,0.9998010993003845,,0,0.9998010993003845,0.7203415929847009,0.6305266490971195,0.6719948798259836
5,0.9999918937683105,,0,0.9999918937683105,0.720496513786941,0.7261463109947073,0.7404295051353875
5,0.999983549118042,,0,0.999983549118042,0.7204897392177892,0.7063456192322097,0.706844417587307
5,0.9999963045120239,,0,0.9999963045120239,0.7205000945900353,0.7471222913505932,0.7433993399339934
5,0.999999,,0,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
5,0.9999841451644897,,0,0.9999841451644897,0.7204902231189189,0.7073985798426299,0.7069708003023839
5,0.9999958276748657,,0,0.9999958276748657,0.720499707477541,0.743952009369961,0.7433993399339934
5,0.9999982118606567,,0,0.9999982118606567,0.720501643036731,0.765537648277076,0.7541960353434838
5,0.9999963045120239,,0,0.9999963045120239,0.7205000945900353,0.7471222913505932,0.7433993399339934
5,0.9999985694885254,,1,0.9999985694885254,0.720501933369902,0.7710076837021818,0.7623824451410658
